label,message,message_clean,message_tokens,message_no_stopwords,message_lemmatized,message_final
0,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",no we put party 7 days a week and study lightly i think we need to draw in some custom checkboxes so they know were hardcore,"['no', 'we', 'put', 'party', '7', 'days', 'a', 'week', 'and', 'study', 'lightly', 'i', 'think', 'we', 'need', 'to', 'draw', 'in', 'some', 'custom', 'checkboxes', 'so', 'they', 'know', 'were', 'hardcore']","['put', 'party', '7', 'days', 'week', 'study', 'lightly', 'think', 'need', 'draw', 'custom', 'checkboxes', 'know', 'hardcore']","['put', 'party', '7', 'day', 'week', 'study', 'lightly', 'think', 'need', 'draw', 'custom', 'checkboxes', 'know', 'hardcore']",put party 7 day week study lightly think need draw custom checkboxes know hardcore
0,Sac will score big hundred.he is set batsman:-),sac will score big hundredhe is set batsman,"['sac', 'will', 'score', 'big', 'hundredhe', 'is', 'set', 'batsman']","['sac', 'score', 'big', 'hundredhe', 'set', 'batsman']","['sac', 'score', 'big', 'hundredhe', 'set', 'batsman']",sac score big hundredhe set batsman
0,Send me yetty's number pls.,send me yettys number pls,"['send', 'me', 'yettys', 'number', 'pls']","['send', 'yettys', 'number', 'pls']","['send', 'yettys', 'number', 'pls']",send yettys number pls
0,How much it will cost approx . Per month.,how much it will cost approx  per month,"['how', 'much', 'it', 'will', 'cost', 'approx', 'per', 'month']","['much', 'cost', 'approx', 'per', 'month']","['much', 'cost', 'approx', 'per', 'month']",much cost approx per month
0,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,ok the theory test when are ü going to book i think its on 21 may coz thought wanna go out with jiayin but she isnt free,"['ok', 'the', 'theory', 'test', 'when', 'are', 'ü', 'going', 'to', 'book', 'i', 'think', 'its', 'on', '21', 'may', 'coz', 'thought', 'wanna', 'go', 'out', 'with', 'jiayin', 'but', 'she', 'isnt', 'free']","['ok', 'theory', 'test', 'ü', 'going', 'book', 'think', '21', 'may', 'coz', 'thought', 'wanna', 'go', 'jiayin', 'isnt', 'free']","['ok', 'theory', 'test', 'ü', 'going', 'book', 'think', '21', 'may', 'coz', 'thought', 'wanna', 'go', 'jiayin', 'isnt', 'free']",ok theory test ü going book think 21 may coz thought wanna go jiayin isnt free
1,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",you are being contacted by our dating service by someone you know to find out who it is call from a land line 09050000928 pobox45w2tg150p,"['you', 'are', 'being', 'contacted', 'by', 'our', 'dating', 'service', 'by', 'someone', 'you', 'know', 'to', 'find', 'out', 'who', 'it', 'is', 'call', 'from', 'a', 'land', 'line', '09050000928', 'pobox45w2tg150p']","['contacted', 'dating', 'service', 'someone', 'know', 'find', 'call', 'land', 'line', '09050000928', 'pobox45w2tg150p']","['contacted', 'dating', 'service', 'someone', 'know', 'find', 'call', 'land', 'line', '09050000928', 'pobox45w2tg150p']",contacted dating service someone know find call land line 09050000928 pobox45w2tg150p
0,"That's fine, have him give me a call if he knows what he wants or has any questions",thats fine have him give me a call if he knows what he wants or has any questions,"['thats', 'fine', 'have', 'him', 'give', 'me', 'a', 'call', 'if', 'he', 'knows', 'what', 'he', 'wants', 'or', 'has', 'any', 'questions']","['thats', 'fine', 'give', 'call', 'knows', 'wants', 'questions']","['thats', 'fine', 'give', 'call', 'know', 'want', 'question']",thats fine give call know want question
0,"Sorry, got a late start, we're on the way",sorry got a late start were on the way,"['sorry', 'got', 'a', 'late', 'start', 'were', 'on', 'the', 'way']","['sorry', 'got', 'late', 'start', 'way']","['sorry', 'got', 'late', 'start', 'way']",sorry got late start way
0,Then u go back urself lor...,then u go back urself lor,"['then', 'u', 'go', 'back', 'urself', 'lor']","['u', 'go', 'back', 'urself', 'lor']","['u', 'go', 'back', 'urself', 'lor']",u go back urself lor
0,I AM AT THE GAS STATION. GO THERE.,i am at the gas station go there,"['i', 'am', 'at', 'the', 'gas', 'station', 'go', 'there']","['gas', 'station', 'go']","['gas', 'station', 'go']",gas station go
0,"K, if u bored up just come to my home..",k if u bored up just come to my home,"['k', 'if', 'u', 'bored', 'up', 'just', 'come', 'to', 'my', 'home']","['k', 'u', 'bored', 'come', 'home']","['k', 'u', 'bored', 'come', 'home']",k u bored come home
0,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,babe  i love you  covers your face in kisses,"['babe', 'i', 'love', 'you', 'covers', 'your', 'face', 'in', 'kisses']","['babe', 'love', 'covers', 'face', 'kisses']","['babe', 'love', 'cover', 'face', 'kiss']",babe love cover face kiss
0,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",like i made him throw up when we were smoking in our friends car one time it was awesome,"['like', 'i', 'made', 'him', 'throw', 'up', 'when', 'we', 'were', 'smoking', 'in', 'our', 'friends', 'car', 'one', 'time', 'it', 'was', 'awesome']","['like', 'made', 'throw', 'smoking', 'friends', 'car', 'one', 'time', 'awesome']","['like', 'made', 'throw', 'smoking', 'friend', 'car', 'one', 'time', 'awesome']",like made throw smoking friend car one time awesome
0,Still i have not checked it da. . .,still i have not checked it da  ,"['still', 'i', 'have', 'not', 'checked', 'it', 'da']","['still', 'checked', 'da']","['still', 'checked', 'da']",still checked da
0,You will go to walmart. I.ll stay.,you will go to walmart ill stay,"['you', 'will', 'go', 'to', 'walmart', 'ill', 'stay']","['go', 'walmart', 'ill', 'stay']","['go', 'walmart', 'ill', 'stay']",go walmart ill stay
0,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",i havent forgotten you i might have a couple bucks to send you tomorrow k i love ya too,"['i', 'havent', 'forgotten', 'you', 'i', 'might', 'have', 'a', 'couple', 'bucks', 'to', 'send', 'you', 'tomorrow', 'k', 'i', 'love', 'ya', 'too']","['havent', 'forgotten', 'might', 'couple', 'bucks', 'send', 'tomorrow', 'k', 'love', 'ya']","['havent', 'forgotten', 'might', 'couple', 'buck', 'send', 'tomorrow', 'k', 'love', 'ya']",havent forgotten might couple buck send tomorrow k love ya
0,Oh great. I.ll disturb him more so that we can talk.,oh great ill disturb him more so that we can talk,"['oh', 'great', 'ill', 'disturb', 'him', 'more', 'so', 'that', 'we', 'can', 'talk']","['oh', 'great', 'ill', 'disturb', 'talk']","['oh', 'great', 'ill', 'disturb', 'talk']",oh great ill disturb talk
0,Reverse is cheating. That is not mathematics.,reverse is cheating that is not mathematics,"['reverse', 'is', 'cheating', 'that', 'is', 'not', 'mathematics']","['reverse', 'cheating', 'mathematics']","['reverse', 'cheating', 'mathematics']",reverse cheating mathematics
0,U're welcome... Caught u using broken english again...,ure welcome caught u using broken english again,"['ure', 'welcome', 'caught', 'u', 'using', 'broken', 'english', 'again']","['ure', 'welcome', 'caught', 'u', 'using', 'broken', 'english']","['ure', 'welcome', 'caught', 'u', 'using', 'broken', 'english']",ure welcome caught u using broken english
0,No problem baby. Is this is a good time to talk? I called and left a message.,no problem baby is this is a good time to talk i called and left a message,"['no', 'problem', 'baby', 'is', 'this', 'is', 'a', 'good', 'time', 'to', 'talk', 'i', 'called', 'and', 'left', 'a', 'message']","['problem', 'baby', 'good', 'time', 'talk', 'called', 'left', 'message']","['problem', 'baby', 'good', 'time', 'talk', 'called', 'left', 'message']",problem baby good time talk called left message
0,"Sorry, I'll call later",sorry ill call later,"['sorry', 'ill', 'call', 'later']","['sorry', 'ill', 'call', 'later']","['sorry', 'ill', 'call', 'later']",sorry ill call later
0,Oh is it! Which brand?,oh is it which brand,"['oh', 'is', 'it', 'which', 'brand']","['oh', 'brand']","['oh', 'brand']",oh brand
0,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,sorry i cant take your call right now it so happens that there r 2waxsto do wat you want she can come and ill get her medical insurance and shell be able to deliver and have basic care im currently shopping for the right medical insurance for her so just give me til friday morning thats when ill see the major person that can guide me to the right insurance,"['sorry', 'i', 'cant', 'take', 'your', 'call', 'right', 'now', 'it', 'so', 'happens', 'that', 'there', 'r', '2waxsto', 'do', 'wat', 'you', 'want', 'she', 'can', 'come', 'and', 'ill', 'get', 'her', 'medical', 'insurance', 'and', 'shell', 'be', 'able', 'to', 'deliver', 'and', 'have', 'basic', 'care', 'im', 'currently', 'shopping', 'for', 'the', 'right', 'medical', 'insurance', 'for', 'her', 'so', 'just', 'give', 'me', 'til', 'friday', 'morning', 'thats', 'when', 'ill', 'see', 'the', 'major', 'person', 'that', 'can', 'guide', 'me', 'to', 'the', 'right', 'insurance']","['sorry', 'cant', 'take', 'call', 'right', 'happens', 'r', '2waxsto', 'wat', 'want', 'come', 'ill', 'get', 'medical', 'insurance', 'shell', 'able', 'deliver', 'basic', 'care', 'im', 'currently', 'shopping', 'right', 'medical', 'insurance', 'give', 'til', 'friday', 'morning', 'thats', 'ill', 'see', 'major', 'person', 'guide', 'right', 'insurance']","['sorry', 'cant', 'take', 'call', 'right', 'happens', 'r', '2waxsto', 'wat', 'want', 'come', 'ill', 'get', 'medical', 'insurance', 'shell', 'able', 'deliver', 'basic', 'care', 'im', 'currently', 'shopping', 'right', 'medical', 'insurance', 'give', 'til', 'friday', 'morning', 'thats', 'ill', 'see', 'major', 'person', 'guide', 'right', 'insurance']",sorry cant take call right happens r 2waxsto wat want come ill get medical insurance shell able deliver basic care im currently shopping right medical insurance give til friday morning thats ill see major person guide right insurance
0,At what time are you coming.,at what time are you coming,"['at', 'what', 'time', 'are', 'you', 'coming']","['time', 'coming']","['time', 'coming']",time coming
0,Call him and say you not coming today ok and tell them not to fool me like this ok,call him and say you not coming today ok and tell them not to fool me like this ok,"['call', 'him', 'and', 'say', 'you', 'not', 'coming', 'today', 'ok', 'and', 'tell', 'them', 'not', 'to', 'fool', 'me', 'like', 'this', 'ok']","['call', 'say', 'coming', 'today', 'ok', 'tell', 'fool', 'like', 'ok']","['call', 'say', 'coming', 'today', 'ok', 'tell', 'fool', 'like', 'ok']",call say coming today ok tell fool like ok
0,I emailed yifeng my part oredi.. Can ü get it fr him..,i emailed yifeng my part oredi can ü get it fr him,"['i', 'emailed', 'yifeng', 'my', 'part', 'oredi', 'can', 'ü', 'get', 'it', 'fr', 'him']","['emailed', 'yifeng', 'part', 'oredi', 'ü', 'get', 'fr']","['emailed', 'yifeng', 'part', 'oredi', 'ü', 'get', 'fr']",emailed yifeng part oredi ü get fr
0,R u sure they'll understand that! Wine * good idea just had a slurp!,r u sure theyll understand that wine  good idea just had a slurp,"['r', 'u', 'sure', 'theyll', 'understand', 'that', 'wine', 'good', 'idea', 'just', 'had', 'a', 'slurp']","['r', 'u', 'sure', 'theyll', 'understand', 'wine', 'good', 'idea', 'slurp']","['r', 'u', 'sure', 'theyll', 'understand', 'wine', 'good', 'idea', 'slurp']",r u sure theyll understand wine good idea slurp
0,Minimum walk is 3miles a day.,minimum walk is 3miles a day,"['minimum', 'walk', 'is', '3miles', 'a', 'day']","['minimum', 'walk', '3miles', 'day']","['minimum', 'walk', '3miles', 'day']",minimum walk 3miles day
0,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,ok not a problem will get them a taxi c ing  tomorrow and tuesday on tuesday think we r all going to the cinema ,"['ok', 'not', 'a', 'problem', 'will', 'get', 'them', 'a', 'taxi', 'c', 'ing', 'tomorrow', 'and', 'tuesday', 'on', 'tuesday', 'think', 'we', 'r', 'all', 'going', 'to', 'the', 'cinema']","['ok', 'problem', 'get', 'taxi', 'c', 'ing', 'tomorrow', 'tuesday', 'tuesday', 'think', 'r', 'going', 'cinema']","['ok', 'problem', 'get', 'taxi', 'c', 'ing', 'tomorrow', 'tuesday', 'tuesday', 'think', 'r', 'going', 'cinema']",ok problem get taxi c ing tomorrow tuesday tuesday think r going cinema
0,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",brainless baby dolld vehicle sariyag drive madoke barolla,"['brainless', 'baby', 'dolld', 'vehicle', 'sariyag', 'drive', 'madoke', 'barolla']","['brainless', 'baby', 'dolld', 'vehicle', 'sariyag', 'drive', 'madoke', 'barolla']","['brainless', 'baby', 'dolld', 'vehicle', 'sariyag', 'drive', 'madoke', 'barolla']",brainless baby dolld vehicle sariyag drive madoke barolla
0,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,i dont run away frm u i walk slowly amp it kills me that u dont care enough to stop me,"['i', 'dont', 'run', 'away', 'frm', 'u', 'i', 'walk', 'slowly', 'amp', 'it', 'kills', 'me', 'that', 'u', 'dont', 'care', 'enough', 'to', 'stop', 'me']","['dont', 'run', 'away', 'frm', 'u', 'walk', 'slowly', 'amp', 'kills', 'u', 'dont', 'care', 'enough', 'stop']","['dont', 'run', 'away', 'frm', 'u', 'walk', 'slowly', 'amp', 'kill', 'u', 'dont', 'care', 'enough', 'stop']",dont run away frm u walk slowly amp kill u dont care enough stop
1,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,sorry i missed your call lets talk when you have the time im on 07090201529,"['sorry', 'i', 'missed', 'your', 'call', 'lets', 'talk', 'when', 'you', 'have', 'the', 'time', 'im', 'on', '07090201529']","['sorry', 'missed', 'call', 'lets', 'talk', 'time', 'im', '07090201529']","['sorry', 'missed', 'call', 'let', 'talk', 'time', 'im', '07090201529']",sorry missed call let talk time im 07090201529
0,Please attend the phone:),please attend the phone,"['please', 'attend', 'the', 'phone']","['please', 'attend', 'phone']","['please', 'attend', 'phone']",please attend phone
0,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,you only hate me you can call any but you didnt accept even a single call of mine or even you messaged,"['you', 'only', 'hate', 'me', 'you', 'can', 'call', 'any', 'but', 'you', 'didnt', 'accept', 'even', 'a', 'single', 'call', 'of', 'mine', 'or', 'even', 'you', 'messaged']","['hate', 'call', 'didnt', 'accept', 'even', 'single', 'call', 'mine', 'even', 'messaged']","['hate', 'call', 'didnt', 'accept', 'even', 'single', 'call', 'mine', 'even', 'messaged']",hate call didnt accept even single call mine even messaged
0,No messages on her phone. I'm holding it now,no messages on her phone im holding it now,"['no', 'messages', 'on', 'her', 'phone', 'im', 'holding', 'it', 'now']","['messages', 'phone', 'im', 'holding']","['message', 'phone', 'im', 'holding']",message phone im holding
0,Can... I'm free...,can im free,"['can', 'im', 'free']","['im', 'free']","['im', 'free']",im free
0,"Yo my trip got postponed, you still stocked up?",yo my trip got postponed you still stocked up,"['yo', 'my', 'trip', 'got', 'postponed', 'you', 'still', 'stocked', 'up']","['yo', 'trip', 'got', 'postponed', 'still', 'stocked']","['yo', 'trip', 'got', 'postponed', 'still', 'stocked']",yo trip got postponed still stocked
0,"Sorry, I'll call later",sorry ill call later,"['sorry', 'ill', 'call', 'later']","['sorry', 'ill', 'call', 'later']","['sorry', 'ill', 'call', 'later']",sorry ill call later
0,I am waiting for your call sir.,i am waiting for your call sir,"['i', 'am', 'waiting', 'for', 'your', 'call', 'sir']","['waiting', 'call', 'sir']","['waiting', 'call', 'sir']",waiting call sir
0,Hey what are you doing. Y no reply pa..,hey what are you doing y no reply pa,"['hey', 'what', 'are', 'you', 'doing', 'y', 'no', 'reply', 'pa']","['hey', 'reply', 'pa']","['hey', 'reply', 'pa']",hey reply pa
0,"Hey elaine, is today's meeting still on?",hey elaine is todays meeting still on,"['hey', 'elaine', 'is', 'todays', 'meeting', 'still', 'on']","['hey', 'elaine', 'todays', 'meeting', 'still']","['hey', 'elaine', 'today', 'meeting', 'still']",hey elaine today meeting still
0,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,sorry ive not gone to that place ill do so tomorrow really sorry,"['sorry', 'ive', 'not', 'gone', 'to', 'that', 'place', 'ill', 'do', 'so', 'tomorrow', 'really', 'sorry']","['sorry', 'ive', 'gone', 'place', 'ill', 'tomorrow', 'really', 'sorry']","['sorry', 'ive', 'gone', 'place', 'ill', 'tomorrow', 'really', 'sorry']",sorry ive gone place ill tomorrow really sorry
0,Most of the tiime when i don't let you hug me it's so i don't break into tears.,most of the tiime when i dont let you hug me its so i dont break into tears,"['most', 'of', 'the', 'tiime', 'when', 'i', 'dont', 'let', 'you', 'hug', 'me', 'its', 'so', 'i', 'dont', 'break', 'into', 'tears']","['tiime', 'dont', 'let', 'hug', 'dont', 'break', 'tears']","['tiime', 'dont', 'let', 'hug', 'dont', 'break', 'tear']",tiime dont let hug dont break tear
0,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,tomorrow i am not going to theatre   so i can come wherever u call me   tell me where and when to come tomorrow,"['tomorrow', 'i', 'am', 'not', 'going', 'to', 'theatre', 'so', 'i', 'can', 'come', 'wherever', 'u', 'call', 'me', 'tell', 'me', 'where', 'and', 'when', 'to', 'come', 'tomorrow']","['tomorrow', 'going', 'theatre', 'come', 'wherever', 'u', 'call', 'tell', 'come', 'tomorrow']","['tomorrow', 'going', 'theatre', 'come', 'wherever', 'u', 'call', 'tell', 'come', 'tomorrow']",tomorrow going theatre come wherever u call tell come tomorrow
0,And now electricity just went out fml.,and now electricity just went out fml,"['and', 'now', 'electricity', 'just', 'went', 'out', 'fml']","['electricity', 'went', 'fml']","['electricity', 'went', 'fml']",electricity went fml
0,"Looks like you found something to do other than smoke, great job!",looks like you found something to do other than smoke great job,"['looks', 'like', 'you', 'found', 'something', 'to', 'do', 'other', 'than', 'smoke', 'great', 'job']","['looks', 'like', 'found', 'something', 'smoke', 'great', 'job']","['look', 'like', 'found', 'something', 'smoke', 'great', 'job']",look like found something smoke great job
0,Also andros ice etc etc,also andros ice etc etc,"['also', 'andros', 'ice', 'etc', 'etc']","['also', 'andros', 'ice', 'etc', 'etc']","['also', 'andros', 'ice', 'etc', 'etc']",also andros ice etc etc
0,:) , ,[],[],[],
0,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",good afternon my love how are today i hope your good and maybe have some interviews i wake and miss you babe a passionate kiss from across the sea,"['good', 'afternon', 'my', 'love', 'how', 'are', 'today', 'i', 'hope', 'your', 'good', 'and', 'maybe', 'have', 'some', 'interviews', 'i', 'wake', 'and', 'miss', 'you', 'babe', 'a', 'passionate', 'kiss', 'from', 'across', 'the', 'sea']","['good', 'afternon', 'love', 'today', 'hope', 'good', 'maybe', 'interviews', 'wake', 'miss', 'babe', 'passionate', 'kiss', 'across', 'sea']","['good', 'afternon', 'love', 'today', 'hope', 'good', 'maybe', 'interview', 'wake', 'miss', 'babe', 'passionate', 'kiss', 'across', 'sea']",good afternon love today hope good maybe interview wake miss babe passionate kiss across sea
0,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,yup wun believe wat u really neva c e msg i sent shuhui,"['yup', 'wun', 'believe', 'wat', 'u', 'really', 'neva', 'c', 'e', 'msg', 'i', 'sent', 'shuhui']","['yup', 'wun', 'believe', 'wat', 'u', 'really', 'neva', 'c', 'e', 'msg', 'sent', 'shuhui']","['yup', 'wun', 'believe', 'wat', 'u', 'really', 'neva', 'c', 'e', 'msg', 'sent', 'shuhui']",yup wun believe wat u really neva c e msg sent shuhui
0,Hows that watch resizing,hows that watch resizing,"['hows', 'that', 'watch', 'resizing']","['hows', 'watch', 'resizing']","['hows', 'watch', 'resizing']",hows watch resizing
0,Dear umma she called me now :-),dear umma she called me now ,"['dear', 'umma', 'she', 'called', 'me', 'now']","['dear', 'umma', 'called']","['dear', 'umma', 'called']",dear umma called
0,Just finished. Missing you plenty,just finished missing you plenty,"['just', 'finished', 'missing', 'you', 'plenty']","['finished', 'missing', 'plenty']","['finished', 'missing', 'plenty']",finished missing plenty
1,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",complimentary 4 star ibiza holiday or £10000 cash needs your urgent collection 09066364349 now from landline not to lose out box434sk38wp150ppm18,"['complimentary', '4', 'star', 'ibiza', 'holiday', 'or', '£10000', 'cash', 'needs', 'your', 'urgent', 'collection', '09066364349', 'now', 'from', 'landline', 'not', 'to', 'lose', 'out', 'box434sk38wp150ppm18']","['complimentary', '4', 'star', 'ibiza', 'holiday', '£10000', 'cash', 'needs', 'urgent', 'collection', '09066364349', 'landline', 'lose', 'box434sk38wp150ppm18']","['complimentary', '4', 'star', 'ibiza', 'holiday', '£10000', 'cash', 'need', 'urgent', 'collection', '09066364349', 'landline', 'lose', 'box434sk38wp150ppm18']",complimentary 4 star ibiza holiday £10000 cash need urgent collection 09066364349 landline lose box434sk38wp150ppm18
0,"Well, I meant as opposed to my drunken night of before",well i meant as opposed to my drunken night of before,"['well', 'i', 'meant', 'as', 'opposed', 'to', 'my', 'drunken', 'night', 'of', 'before']","['well', 'meant', 'opposed', 'drunken', 'night']","['well', 'meant', 'opposed', 'drunken', 'night']",well meant opposed drunken night
0,K... Must book a not huh? so going for yoga basic on sunday?,k must book a not huh so going for yoga basic on sunday,"['k', 'must', 'book', 'a', 'not', 'huh', 'so', 'going', 'for', 'yoga', 'basic', 'on', 'sunday']","['k', 'must', 'book', 'huh', 'going', 'yoga', 'basic', 'sunday']","['k', 'must', 'book', 'huh', 'going', 'yoga', 'basic', 'sunday']",k must book huh going yoga basic sunday
1,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,free msgwe billed your mobile number by mistake from shortcode 83332please call 08081263000 to have charges refundedthis call will be free from a bt landline,"['free', 'msgwe', 'billed', 'your', 'mobile', 'number', 'by', 'mistake', 'from', 'shortcode', '83332please', 'call', '08081263000', 'to', 'have', 'charges', 'refundedthis', 'call', 'will', 'be', 'free', 'from', 'a', 'bt', 'landline']","['free', 'msgwe', 'billed', 'mobile', 'number', 'mistake', 'shortcode', '83332please', 'call', '08081263000', 'charges', 'refundedthis', 'call', 'free', 'bt', 'landline']","['free', 'msgwe', 'billed', 'mobile', 'number', 'mistake', 'shortcode', '83332please', 'call', '08081263000', 'charge', 'refundedthis', 'call', 'free', 'bt', 'landline']",free msgwe billed mobile number mistake shortcode 83332please call 08081263000 charge refundedthis call free bt landline
0,Ok can...,ok can,"['ok', 'can']",['ok'],['ok'],ok
0,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",oops  am at my mums in somerset bit far back tomo see you soon x,"['oops', 'am', 'at', 'my', 'mums', 'in', 'somerset', 'bit', 'far', 'back', 'tomo', 'see', 'you', 'soon', 'x']","['oops', 'mums', 'somerset', 'bit', 'far', 'back', 'tomo', 'see', 'soon', 'x']","['oops', 'mum', 'somerset', 'bit', 'far', 'back', 'tomo', 'see', 'soon', 'x']",oops mum somerset bit far back tomo see soon x
0,So u workin overtime nigpun?,so u workin overtime nigpun,"['so', 'u', 'workin', 'overtime', 'nigpun']","['u', 'workin', 'overtime', 'nigpun']","['u', 'workin', 'overtime', 'nigpun']",u workin overtime nigpun
0,Same as kallis dismissial in 2nd test:-).,same as kallis dismissial in 2nd test,"['same', 'as', 'kallis', 'dismissial', 'in', '2nd', 'test']","['kallis', 'dismissial', '2nd', 'test']","['kallis', 'dismissial', '2nd', 'test']",kallis dismissial 2nd test
0,O. Guess they both got screwd,o guess they both got screwd,"['o', 'guess', 'they', 'both', 'got', 'screwd']","['guess', 'got', 'screwd']","['guess', 'got', 'screwd']",guess got screwd
1,Please CALL 08712402972 immediately as there is an urgent message waiting for you,please call 08712402972 immediately as there is an urgent message waiting for you,"['please', 'call', '08712402972', 'immediately', 'as', 'there', 'is', 'an', 'urgent', 'message', 'waiting', 'for', 'you']","['please', 'call', '08712402972', 'immediately', 'urgent', 'message', 'waiting']","['please', 'call', '08712402972', 'immediately', 'urgent', 'message', 'waiting']",please call 08712402972 immediately urgent message waiting
0,"I'm in a meeting, call me later at",im in a meeting call me later at,"['im', 'in', 'a', 'meeting', 'call', 'me', 'later', 'at']","['im', 'meeting', 'call', 'later']","['im', 'meeting', 'call', 'later']",im meeting call later
0,What r u cooking me for dinner?,what r u cooking me for dinner,"['what', 'r', 'u', 'cooking', 'me', 'for', 'dinner']","['r', 'u', 'cooking', 'dinner']","['r', 'u', 'cooking', 'dinner']",r u cooking dinner
0,Ok thanx...,ok thanx,"['ok', 'thanx']","['ok', 'thanx']","['ok', 'thanx']",ok thanx
0,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,bull your plan was to go floating off to ikea with me without a care in the world so i have to live with your mess another day,"['bull', 'your', 'plan', 'was', 'to', 'go', 'floating', 'off', 'to', 'ikea', 'with', 'me', 'without', 'a', 'care', 'in', 'the', 'world', 'so', 'i', 'have', 'to', 'live', 'with', 'your', 'mess', 'another', 'day']","['bull', 'plan', 'go', 'floating', 'ikea', 'without', 'care', 'world', 'live', 'mess', 'another', 'day']","['bull', 'plan', 'go', 'floating', 'ikea', 'without', 'care', 'world', 'live', 'mess', 'another', 'day']",bull plan go floating ikea without care world live mess another day
0,Then i buy.,then i buy,"['then', 'i', 'buy']",['buy'],['buy'],buy
1,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,urgent your mobile number has been awarded with a £2000 bonus caller prize call 09058095201 from land line valid 12hrs only,"['urgent', 'your', 'mobile', 'number', 'has', 'been', 'awarded', 'with', 'a', '£2000', 'bonus', 'caller', 'prize', 'call', '09058095201', 'from', 'land', 'line', 'valid', '12hrs', 'only']","['urgent', 'mobile', 'number', 'awarded', '£2000', 'bonus', 'caller', 'prize', 'call', '09058095201', 'land', 'line', 'valid', '12hrs']","['urgent', 'mobile', 'number', 'awarded', '£2000', 'bonus', 'caller', 'prize', 'call', '09058095201', 'land', 'line', 'valid', '12hrs']",urgent mobile number awarded £2000 bonus caller prize call 09058095201 land line valid 12hrs
0,Heehee that was so funny tho,heehee that was so funny tho,"['heehee', 'that', 'was', 'so', 'funny', 'tho']","['heehee', 'funny', 'tho']","['heehee', 'funny', 'tho']",heehee funny tho
0,It only does simple arithmetic not percentages.,it only does simple arithmetic not percentages,"['it', 'only', 'does', 'simple', 'arithmetic', 'not', 'percentages']","['simple', 'arithmetic', 'percentages']","['simple', 'arithmetic', 'percentage']",simple arithmetic percentage
0,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",yeah we wouldnt leave for an hour at least hows 4 sound,"['yeah', 'we', 'wouldnt', 'leave', 'for', 'an', 'hour', 'at', 'least', 'hows', '4', 'sound']","['yeah', 'wouldnt', 'leave', 'hour', 'least', 'hows', '4', 'sound']","['yeah', 'wouldnt', 'leave', 'hour', 'least', 'hows', '4', 'sound']",yeah wouldnt leave hour least hows 4 sound
1,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",as a valued customer i am pleased to advise you that following recent review of your mob no you are awarded with a £1500 bonus prize call 09066364589,"['as', 'a', 'valued', 'customer', 'i', 'am', 'pleased', 'to', 'advise', 'you', 'that', 'following', 'recent', 'review', 'of', 'your', 'mob', 'no', 'you', 'are', 'awarded', 'with', 'a', '£1500', 'bonus', 'prize', 'call', '09066364589']","['valued', 'customer', 'pleased', 'advise', 'following', 'recent', 'review', 'mob', 'awarded', '£1500', 'bonus', 'prize', 'call', '09066364589']","['valued', 'customer', 'pleased', 'advise', 'following', 'recent', 'review', 'mob', 'awarded', '£1500', 'bonus', 'prize', 'call', '09066364589']",valued customer pleased advise following recent review mob awarded £1500 bonus prize call 09066364589
0,Thanks honey. Have a great day.,thanks honey have a great day,"['thanks', 'honey', 'have', 'a', 'great', 'day']","['thanks', 'honey', 'great', 'day']","['thanks', 'honey', 'great', 'day']",thanks honey great day
